url,creator_username,is_shoppable,post_id,description,create_time,formatted_date,duration,is_photo_post,content_type,views,likes,comments,shares
https://www.tiktok.com/@leslie_hw/video/7541424363455679757,leslie_hw,False,7541424363455679757,Let’s make it to 300 baby 🙌🏼 #daveramsey #foryou #prayer ,1755874744,2025-08-22 14:59:04,0,False,video,0,685,0,0
https://www.tiktok.com/@leslie_hw/video/7541020417163611447,leslie_hw,False,7541020417163611447,,1755780652,2025-08-21 12:50:52,0,False,video,0,28,0,0
https://www.tiktok.com/@leslie_hw/video/7540319159075228942,leslie_hw,False,7540319159075228942,No maam. I made you like that for a reason! ,1755617376,2025-08-19 15:29:36,0,False,video,0,27,0,0
https://www.tiktok.com/@leslie_hw/video/7539952867268971831,leslie_hw,False,7539952867268971831,,1755532097,2025-08-18 15:48:17,0,False,video,0,22,0,0
https://www.tiktok.com/@leslie_hw/video/7539735867896679735,leslie_hw,False,7539735867896679735,Girl math. #momsoftiktok #foryou #girldad ,1755481587,2025-08-18 01:46:27,0,False,video,0,10,0,0
https://www.tiktok.com/@leslie_hw/video/7539223952661499149,leslie_hw,False,7539223952661499149,,1755362397,2025-08-16 16:39:57,0,False,video,0,17,0,0
https://www.tiktok.com/@leslie_hw/video/7539005025557679373,leslie_hw,False,7539005025557679373,"Barbie, Raquel, gold hoops, silver rings, why are we doing this? 😂 and I just go straight to the comments asking why everyone is upset about it lol #trendingvideo #fyp ",1755311417,2025-08-16 02:30:17,0,False,video,0,11,0,0
https://www.tiktok.com/@leslie_hw/video/7538846966671740215,leslie_hw,False,7538846966671740215,If we’re being real #momsoftiktok ,1755274604,2025-08-15 16:16:44,0,False,video,0,61,0,0
https://www.tiktok.com/@leslie_hw/video/7538546973150907703,leslie_hw,False,7538546973150907703,#storytime #momsoftiktok #foryoupage ,1755204761,2025-08-14 20:52:41,0,False,video,0,37,0,0
https://www.tiktok.com/@leslie_hw/video/7538470645106003213,leslie_hw,True,7538470645106003213,,1755186989,2025-08-14 15:56:29,0,False,video,0,6,0,0
https://www.tiktok.com/@karollchanel/video/7518950552378592567,karollchanel,False,7518950552378592567,so much fun 🌊 #oceancitymaryland #jetski ,1750642135,2025-06-23 01:28:55,0,False,video,0,55,0,0
https://www.tiktok.com/@karollchanel/video/7513798231743171886,karollchanel,False,7513798231743171886,💛 #fy ,1749442518,2025-06-09 04:15:18,0,False,video,0,130,0,0
https://www.tiktok.com/@karollchanel/video/7505436649355005227,karollchanel,False,7505436649355005227,I just be doing stuff 🥲 #sheinsandals #shein #fy ,1747495680,2025-05-17 15:28:00,0,False,video,0,723,0,0
https://www.tiktok.com/@karollchanel/video/7499622847468309806,karollchanel,False,7499622847468309806,haha minino teníamos un punto en la guagua 😂😂😂😂 #rd ,1746142055,2025-05-01 23:27:35,0,False,video,0,88,0,0
https://www.tiktok.com/@karollchanel/video/7495595535567555882,karollchanel,False,7495595535567555882,los hombres nunca entenderán 🫣🌹#flowers #flores #love ,1745204375,2025-04-21 02:59:35,0,False,video,0,215,0,0
